Object,Refl_LMSE,Shading_LMSE,Combined_LMSE,Refl_siMSE,Shading_siMSE,Refl_PSNR,Refl_SSIM,Refl_DSSIM,Refl_Sparsity,Time_s
alley_1_frame_0001.png,0.038026586174964905,0.03880370780825615,0.03841514699161053,0.03021347413369275,0.11044242190361316,15.197993339672564,0.564823116103927,0.2175884419480365,0.22412781321674313,0.21265196800231934
alley_2_frame_0001.png,0.025896886363625526,0.026962708681821823,0.026429797522723675,0.16347374172385679,0.0648903173841246,7.865519967667813,0.005731116652203123,0.4971344416738984,0.23246891126720184,0.23485159873962402
ambush_2_frame_0001.png,0.03380780294537544,0.036504533141851425,0.035156168043613434,0.044235413227606254,0.11734569216358685,13.54229911387187,0.6836174485784747,0.15819127571076264,0.5434413524942661,0.19173741340637207
ambush_4_frame_0001.png,0.022311557084321976,0.03337153419852257,0.02784154564142227,0.04989715453681596,0.1114209294011898,13.019242199917292,0.748562594047089,0.1257187029764555,0.7666194810779816,0.19072842597961426
ambush_5_frame_0001.png,0.039419371634721756,0.03749198839068413,0.03845568001270294,0.05616701633558361,0.2007672902515669,12.505186457946477,0.4905831775904735,0.2547084112047633,0.34955561926605505,0.20476746559143066
ambush_6_frame_0001.png,0.054710015654563904,0.045877836644649506,0.050293926149606705,0.04743075589521216,0.2609497363093374,13.239399540218868,0.4579774410992507,0.2710112794503746,0.3311241219896789,0.21035075187683105
ambush_7_frame_0001.png,0.02552904561161995,0.04452039673924446,0.035024721175432205,0.06374431312631029,0.0839354971642879,11.955585542356324,0.484348169670492,0.257825915164754,0.4652379587155963,0.2055351734161377
bamboo_1_frame_0001.png,0.07544510811567307,0.052397556602954865,0.06392133235931396,0.007705476305900363,0.11529716232285983,21.13200510659933,0.6169127988016045,0.19154360059919773,0.19365503153669725,0.21560955047607422
bamboo_2_frame_0001.png,0.06478748470544815,0.03915289044380188,0.051970187574625015,0.008733263256352975,0.07391023415844726,20.588234482283116,0.6242509565432657,0.18787452172836716,0.23703142918577982,0.20435667037963867
bandage_1_frame_0001.png,0.0447673462331295,0.03805733844637871,0.041412342339754105,0.13421798846043578,0.08944071790932735,8.721892742895017,0.034475574233865644,0.4827622128830672,0.25253771860665136,0.21242427825927734
bandage_2_frame_0001.png,0.045676831156015396,0.050600193440914154,0.048138512298464775,0.030567193250043676,0.07441911933249214,15.147444373609268,0.5262757225618083,0.23686213871909584,0.22890983371559634,0.21198344230651855
cave_2_frame_0001.png,0.08935554325580597,0.055496472865343094,0.07242600806057453,0.023714640818604634,0.07569843043841766,16.249834487763653,0.4536055600249108,0.2731972199875446,0.2118804651662844,0.21869945526123047
cave_4_frame_0001.png,0.03997053578495979,0.05466447025537491,0.04731750302016735,0.07240109049945796,0.1092746723731806,11.402548924446979,0.4441572416162498,0.2779213791918751,0.2645767631880734,0.2235407829284668
market_2_frame_0001.png,0.23943710327148438,0.0784551203250885,0.15894611179828644,0.1975778002257741,0.056507910146111125,7.042618541869975,0.0019238818418019644,0.49903805907909904,0.1790961869266055,0.20506691932678223
market_5_frame_0001.png,0.07297204434871674,0.037854984402656555,0.055413514375686646,0.13474951752828895,0.04194748486314869,8.704727811332601,0.145373066253962,0.42731346687301897,0.18898276232798164,0.20382118225097656
market_6_frame_0001.png,0.08820230513811111,0.044194407761096954,0.06619835644960403,0.03664913308729819,0.06233575087217145,14.359362938702077,0.4972992224518501,0.25135038877407495,0.20087845828555045,0.20986199378967285
mountain_1_frame_0001.png,0.05467572063207626,0.01169582549482584,0.03318577306345105,0.030745744705200195,0.011146186130006579,15.122149832684727,0.6673120226148076,0.1663439886925962,0.6881114714736238,0.19498920440673828
shaman_2_frame_0001.png,0.10659526288509369,0.07543491572141647,0.09101508930325508,0.07289029480120458,0.07715586216431332,11.373302932852344,0.004182218432263969,0.497908890783868,0.1813270498853211,0.2129063606262207
shaman_3_frame_0001.png,0.07546155899763107,0.07509195804595947,0.07527675852179527,0.02962032151878427,0.08313190467395973,15.284102316663972,0.575648325920621,0.2121758370396895,0.22725012543004589,0.21894598007202148
sleeping_1_frame_0001.png,0.04646192118525505,0.037715211510658264,0.04208856634795666,0.026721492819829818,0.09079257188606774,15.731392832734137,0.5780987902665905,0.21095060486670475,0.22438987241972477,0.2151930332183838
sleeping_2_frame_0001.png,0.04679110273718834,0.04772698134183884,0.04725904203951359,0.012898229677742774,0.10086716859951052,18.89469893882768,0.5980766530296919,0.20096167348515404,0.24287288560779816,0.2194826602935791
temple_2_frame_0001.png,0.04380004480481148,0.03861698508262634,0.04120851494371891,0.031253539094137486,0.04014932521172489,15.051007968150259,0.5662256341311261,0.21688718293443693,0.2964158364392202,0.20046734809875488
temple_3_frame_0001.png,0.012418746016919613,0.011942896991968155,0.012180821504443884,0.05136666166673013,0.04531527691416363,12.893186582746685,0.8473317432842792,0.07633412835786041,0.858268527809633,0.1828136444091797
Average,0.06028347498858753,0.044027431058171,0.05215545302337926,0.05899888072586364,0.09118007228580911,13.696684216339696,0.4615996728587221,0.2692001635706389,0.3299460728709613,0.20872979578764542
