Object,Scale,AUC_Magnitude,AUC_Chroma,Additivity_Error,Decay_Mean_R,Decay_Mean_S,Decay_Median_R,Decay_Median_S,Oracle_Refl_LMSE,Oracle_Shading_LMSE,Oracle_Combined_LMSE
sun,0,0.5109888194566437,0.5110316377308136,0.5992306736099526,2426826771.5506053,919201073.6539813,0.3328406499519474,0.0,0.042511358857154846,0.04465832561254501,0.04358484223484993
sun,1,0.49427742052160506,0.5257175441389216,0.5453724516618006,5734471197.592697,2890212498.8946376,0.4700085956315011,0.0,0.042511358857154846,0.04465832561254501,0.04358484223484993
sun,2,0.441808136227083,0.5493769091837516,0.5111680036982931,,,,,0.042511358857154846,0.04465832561254501,0.04358484223484993
teabag2,0,0.4955124716467824,0.5236185690192907,0.302742730357979,18507418203.14997,9116127373.3077,0.6905512190884839,0.32647356706134056,0.09569177776575089,0.08968136459589005,0.09268657118082047
teabag2,1,0.4569538398789262,0.5699178160441405,0.285967473089754,15327327667.331738,8512683837.669709,0.5714686137598012,0.26460953877053955,0.09569177776575089,0.08968136459589005,0.09268657118082047
teabag2,2,0.495756013852443,0.550506125562774,0.35475877156485264,,,,,0.09569177776575089,0.08968136459589005,0.09268657118082047
deer,0,0.4875700635943474,0.4903904122613628,0.84683484783689,7659611546.4772,6747527446.7271805,0.5853047352712979,0.3793116721716426,0.08812184631824493,0.0778842642903328,0.08300305530428886
deer,1,0.49189663608044315,0.49674824374948656,0.800284207885616,12436804630.719755,13425613313.585947,0.7938272019759899,0.7631157176635701,0.08812184631824493,0.0778842642903328,0.08300305530428886
deer,2,0.4684771809651701,0.5028972944519192,0.6445514599590215,,,,,0.08812184631824493,0.0778842642903328,0.08300305530428886
frog1,0,0.32277867007710964,0.46357586643010334,0.44582682883863656,5640754560.82285,11643898158.928509,0.5251440393667697,0.5721252863305513,0.0642901286482811,0.046168264001607895,0.055229196324944496
frog1,1,0.33595808933146437,0.4638816468812071,0.5892356801805184,9016559778.987587,15952466181.14727,0.6357827671483722,0.6005933758044311,0.0642901286482811,0.046168264001607895,0.055229196324944496
frog1,2,0.3521961732126215,0.49662505426189363,0.602402173703976,,,,,0.0642901286482811,0.046168264001607895,0.055229196324944496
frog2,0,0.4319932717177332,0.492554883468082,0.6091249910708139,5904862910.168275,8581932043.737391,0.4921002924061544,0.5555987806215131,0.025471996515989304,0.03779461234807968,0.03163330443203449
frog2,1,0.36437725675547483,0.5027101752669677,0.5246898042843976,9218370235.033033,15838750135.03501,0.6272469084703047,0.6659829213422194,0.025471996515989304,0.03779461234807968,0.03163330443203449
frog2,2,0.3443556155371907,0.4811625705618548,0.4363560027148025,,,,,0.025471996515989304,0.03779461234807968,0.03163330443203449
paper1,0,0.29714892706625334,0.5452733376675982,0.3086561679485059,7960866148.583785,2931261154.8655033,0.3518368470417145,0.45305365230446465,0.0010926248505711555,0.0009300169185735285,0.001011320884572342
paper1,1,0.3640412839842466,0.5980225393324422,0.2504158213058495,4459170638.792207,3380179961.6625867,0.5249719079302403,0.4256627606873413,0.0010926248505711555,0.0009300169185735285,0.001011320884572342
paper1,2,0.3836942931991079,0.631062584756172,0.35247361624915247,,,,,0.0010926248505711555,0.0009300169185735285,0.001011320884572342
paper2,0,0.3871395457041208,0.5561544115170578,0.3909179459235504,9508360602.522276,2921829199.2425666,0.3960726787093805,0.5132727326847318,0.0024471073411405087,0.002177309477701783,0.002312208409421146
paper2,1,0.4418460737336786,0.6321613094853401,0.2941267698498479,6348599938.961084,3505358606.729128,0.5793369695716994,0.502951553395034,0.0024471073411405087,0.002177309477701783,0.002312208409421146
paper2,2,0.4658832446475291,0.6553328196409204,0.323814712063847,,,,,0.0024471073411405087,0.002177309477701783,0.002312208409421146
raccoon,0,0.2979387770097567,0.5128819547230098,0.3995999665894705,5686841899.485514,8447136367.059515,0.39833614352900387,0.7259279892827306,0.013162708841264248,0.011844960041344166,0.012503834441304207
raccoon,1,0.2949928614892181,0.5373574173351493,0.3669305828634372,7153760136.6888075,10966620721.206556,0.5111073650573326,0.44566959190347744,0.013162708841264248,0.011844960041344166,0.012503834441304207
raccoon,2,0.31623764272870725,0.589875444258431,0.4609685846981629,,,,,0.013162708841264248,0.011844960041344166,0.012503834441304207
teabag1,0,0.6285736858713777,0.5016274800247765,0.2504037483583633,34143000578.11735,4025749452.444205,0.5729330880012674,0.5850264700698196,0.16863363981246948,0.20608766376972198,0.18736065179109573
teabag1,1,0.6334756976226104,0.5654569624270053,0.229917040117194,40453837784.27795,7622166489.823812,0.8854067437111359,1.0828843980934633,0.16863363981246948,0.20608766376972198,0.18736065179109573
teabag1,2,0.6364168991729164,0.5471367513582007,0.26377445831334506,,,,,0.16863363981246948,0.20608766376972198,0.18736065179109573
turtle,0,0.3861119232378542,0.49932935327914935,0.5568653408358571,8435660051.625972,12599300523.104448,0.6604708584842303,0.5301122564839597,0.02217397280037403,0.01998896151781082,0.021081467159092426
turtle,1,0.37956457277538486,0.49467338345769774,0.6291207284480663,10872176977.002073,21714673061.438225,0.7667904169869909,0.8949428561937309,0.02217397280037403,0.01998896151781082,0.021081467159092426
turtle,2,0.33438030191678575,0.49992953751753844,0.5019957347102104,,,,,0.02217397280037403,0.01998896151781082,0.021081467159092426
