Object,Scale,AUC_Magnitude,AUC_Chroma,Additivity_Error,Decay_Mean_R,Decay_Mean_S,Decay_Median_R,Decay_Median_S,Oracle_Refl_LMSE,Oracle_Shading_LMSE,Oracle_Combined_LMSE
frog2,3,0.32893748889316415,0.4863949205463085,0.09787162022590841,,,,,0.02012718841433525,0.01678977534174919,0.01845848187804222
paper1,0,0.5816284156265529,0.6817653365479943,0.12531436117282083,11.278379509062121,6.133383350848749,0.6383999144386442,0.6223463249841608,0.0016123938839882612,0.001378775923512876,0.0014955849037505686
paper1,1,0.7210711604154906,0.6306043160631262,0.0717049810978336,25.030450837156053,7.491450639942619,1.42050930755054,1.0638636893236755,0.0016123938839882612,0.001378775923512876,0.0014955849037505686
paper1,2,0.6148050586699847,0.5747896368675132,0.053684728338442046,39.27074487052841,18.069834989349072,1.4120935661799803,1.6993366033515276,0.0016123938839882612,0.001378775923512876,0.0014955849037505686
paper1,3,0.3478255598788417,0.5215075603492404,0.03193469247856736,,,,,0.0016123938839882612,0.001378775923512876,0.0014955849037505686
paper2,0,0.6422394669109097,0.7098491265509634,0.15308023664879952,11.341049851945646,16.49042052250687,0.8334042038700507,0.7312807825329127,0.002081753918901086,0.0018865546444430947,0.0019841542816720903
paper2,1,0.7218477923250687,0.648492495854051,0.08765360942068806,56.15914451271959,7.765510494553044,1.4849471548440405,1.1239216952613087,0.002081753918901086,0.0018865546444430947,0.0019841542816720903
paper2,2,0.5777340991329939,0.5746034642734108,0.06284042276659829,19.448568258463165,15.898303769897522,1.0806749594131624,1.4952018264550386,0.002081753918901086,0.0018865546444430947,0.0019841542816720903
paper2,3,0.34393002242280796,0.5230390452730829,0.04158295430933984,,,,,0.002081753918901086,0.0018865546444430947,0.0019841542816720903
raccoon,0,0.583320231071398,0.6746782177978927,0.14956292292791235,10.005772840641088,12.871881186488453,0.7889052749974407,1.2773923718892695,0.006877767387777567,0.006404775194823742,0.006641271291300654
raccoon,1,0.6461151588531011,0.6813925682152947,0.07253928835063578,35.85469411835936,12.815531981974134,1.5242591776694074,1.5545956865808148,0.006877767387777567,0.006404775194823742,0.006641271291300654
raccoon,2,0.49990509893100005,0.6460773630956335,0.05175131773986986,34.88967530086397,19.340212889323467,1.5930366531546252,2.066309515945936,0.006877767387777567,0.006404775194823742,0.006641271291300654
raccoon,3,0.3444867143458685,0.6214609743320476,0.03807004151414728,,,,,0.006877767387777567,0.006404775194823742,0.006641271291300654
teabag1,0,0.7225454581824599,0.6519030305541569,0.15593934236981974,11.652199631419316,22.694336646183128,1.4007345423115625,1.6466294338099297,0.042181093245744705,0.050146691501140594,0.04616389237344265
teabag1,1,0.7699063654970867,0.6036174098005378,0.10375193680817257,24.303331247969368,7.896468047507452,1.2136517457421556,1.6767882516580375,0.042181093245744705,0.050146691501140594,0.04616389237344265
teabag1,2,0.724952141122846,0.4777870618538235,0.10646405403916417,22.465431092530153,9.338334222258144,1.3769613274561319,1.383412697682854,0.042181093245744705,0.050146691501140594,0.04616389237344265
teabag1,3,0.6842954325699229,0.41456297757764093,0.09308755642591277,,,,,0.042181093245744705,0.050146691501140594,0.04616389237344265
turtle,0,0.4119397325541295,0.4857860967469906,0.3193842990090724,4.192812765279708,17.716406115365736,0.6942998801771127,1.0186444299260031,0.015575909055769444,0.01528796274214983,0.015431935898959637
turtle,1,0.37445065799602967,0.471189752293348,0.21014669001344807,130169.05969052963,12.378172319915059,1.0175440690564752,1.4672123623176632,0.015575909055769444,0.01528796274214983,0.015431935898959637
turtle,2,0.2953008195420571,0.4688819660690069,0.15687051337441127,9.433993460671953,9.33727523151148,1.104398130232939,1.3607951283839756,0.015575909055769444,0.01528796274214983,0.015431935898959637
turtle,3,0.2430108688867597,0.47889871893221925,0.1374939990852433,,,,,0.015575909055769444,0.01528796274214983,0.015431935898959637
